,title,description,school,local,pubDate,link
281,새 학기부터 전국 214개 초등학교서 늘봄학교 시범 운영,통해 정책을 개선해 나가겠다고 밝혔습니다. 3월 새 학기부터 인천·대전·경기·전남·경북 지역 214개 초등학교에서 희망하는 학생을 대상으로 아침·저녁 돌봄과 방과 후 프로그램 등을 제공하는 늘봄학교가 시범... ,초등학교,전국,"Mon, 27 Feb 2023",http://www.newstomato.com/ReadNews.aspx?no=1179182&inflow=N
282,"강진군, 농산어촌 유학가정에 빈집 제공 사업…존폐 위기 초등학교 활력찾아",늘리기 정책의 성과가 가시화되고 있다. 지난 2일 열린 작천초등학교(강진군 작천면) 입학식에서 신입생 3명... 위해 학교에 각종 교육경비 보조사업을 지원하고 있다. 올해 본예산에는 약 25억 원을 편성했다. 전국 최고... ,초등학교,전국,"Fri, 03 Mar 2023",https://www.viva100.com/main/view.php?key=20230303010000964
283,"여가부, 청소년 대상 인터넷·스마트폰 중독 조사…도박문제 진단도",기사내용 요약 4월3일~21일 실시…초등학교 1학년 첫 참여 위험군에 맞춤형 치유서비스·회복 프로그램 [서울=뉴시스]권지원 기자 = 여성가족부는 전국 학령전환기 청소년 156만 여명을 대상으로 오늘 4월부터 인터넷... ,초등학교,전국,"Tue, 28 Mar 2023",http://www.newsis.com/view/?id=NISX20230328_0002243343&cID=10201&pID=10200
284,김주홍 울산교육감 후보 하향 평준화 교육 중단해야,"또한 전국적으로 유명한 일타강사 강의를 학생들에게 무료로 제공하겠다. 또한 학생들이 자신의 수준에... 또 하나 주요 정책은, 아침에 일찍 등교해야 하는 초등학생을 위한 아침 간편식과 오후 늘봄 학교를 이용하는... ",초등학교,전국,"Thu, 30 Mar 2023",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002914576&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
285,[교육 돌아보기] 소멸 위기의 100년 역사 초등학교,"| 홍인기 교육정책 비평가 2022년 10월1일 교육부가 조사한 학교데이터에 의하면 전교생 30명 이하인... 유지하겠지만 전국에 전교생 30명 이하인 643개 초등학교(2022년 10월1일 기준, 분교장 포함)는 언제 사라질지 알 수... ",초등학교,전국,"Thu, 02 Mar 2023",https://www.khan.co.kr/opinion/column/article/202303020300055
286,전국 최초로 공무원이 초등학생 ‘안심등교’ 책임지는 강서구,가 전국 지방자치단체 최초로 ‘공무원 어린이 안심등교 기동반’을 운영하고 있다고 3일 밝혔다. 구에 따르면 기동반은 자발적으로 근무를 신청한 구청 직원 70명으로 구성됐다. 주 2회 이상 평일 오전 8∼9시 초등학교... ,초등학교,전국,"Sat, 04 Mar 2023",http://www.segye.com/content/html/2023/03/03/20230303513306.html?OutUrl=naver
287,"[유통가 레이더] 싸이버거, 몽골 간다... 맘스터치, 몽골 통해 중앙아시아 ...",지난해 11월 24일부터 시행된 일회용품 사용 규제(1년 간 계도기간) 정책에 따라 기존에 사용하던 플라스틱... 제너시스BBQ 그룹(회장 윤홍근)이 최근 강원도 홍천군 소재의 협신초등학교를 찾아 올해 첫 찾아가는... ,초등학교,전국,"Tue, 04 Apr 2023",http://www.greened.kr/news/articleView.html?idxno=302272
288,마스크 벗는게 공포…초등학교 입학 전 이런 연습까지 한다,"“학교 갈 때 마스크를 벗어야 한다고 설명하니 아이가 부끄럽다고 하네요.” 2일 초등학교에 입학하는 딸을... 학교 전체 소독, 칸막이 걷으며 개학 준비 코로나19 팬데믹 발생 이후 3년 만에 전국의 초·중·고교에서는... ",초등학교,전국,"Wed, 01 Mar 2023",https://www.joongang.co.kr/article/25144038
289,"부산교육청, 초등학교 대상 부산형 교원 업무부담 경감 사업 추진",이번 사업은 시대 변화에 따른 교육정책 추진과 학교의 다양한 역할 요구 등에 따라 늘어난 교원의 행정... 부산시교육청 전경[사진=부산시교육청] 2022.09.27 전국 최초로 초등학교의 방과후학교 업무를 교육지원청으로... ,초등학교,전국,"Thu, 02 Mar 2023",http://www.newspim.com/news/view/20230302000439
290,[기자수첩] 농어민 위한 저출산 대책 나와야,유치원과 초등학교 진학 시기에 맞춰 농어촌의 영유아와 어린이의 유출이 가속화되고 있다. 농어촌인구가... 정부 대책의 대부분이 육아휴직 활성화나 영아기 단축근무 확대 등 도시의 직장인을 위한 정책 중심으로만... ,초등학교,전국,"Tue, 04 Apr 2023",http://www.agrinet.co.kr/news/articleView.html?idxno=317210
291,"교육부, 3월부터 총 214개 초등학교에서 늘봄학교 시범운영 시작","214개 초등학교에서 늘봄학교 시범운영을 실시한다고 밝혔다. 교육부는 늘봄학교 추진방안 발표(1.9.) 후 5개... 올해는 214개의 늘봄학교를 대상으로 수요를 조사하고, 2025년부터는 전국에서 안정적인 시설 여건과 함께... ",초등학교,전국,"Tue, 28 Feb 2023",https://www.lecturernews.com/news/articleView.html?idxno=119971
292,MB도 신혼 3년간 8번 이사했다...“2028년이면 주택 투기 사라질 것” [대통령...,현재 전국적으로 보면 초등학교 학생들이 줄어들어 교실이 비니까 학교끼리 서로 합병을 합니다. 그 학생들이 성장해서 20년 후에 자기 집을 갖게 될 때는 공급 가능한 주택이 충분해서 더 새로운 주택정책이 필요 없을... ,초등학교,전국,"Sun, 02 Apr 2023",https://www.mk.co.kr/article/10700857
293,[그래픽 뉴스] 초중고 사교육비 외,"급증하는 초중고 사교육비 교육부·통계청이 전국 초중고생 약 7만4천 명을 대상으로 집계한 ‘2022년... 1인당 월평균 사교육비 증가율은 초등학교(37만2천 원, 13.4%), 중학교(43만8천 원, 11.8%), 고등학교(46만 원, 9.7... ",초등학교,전국,"Tue, 04 Apr 2023",http://www.yonhapmidas.com/article/230404121242_610378
294,돌봄 공백 끝나려나?... 초등돌봄 강화 늘봄학교 214곳 3월부터 운영,"ⓒ베이비뉴스 3월부터 전국 214개 초등학교에서 늘봄학교 시범 운영이 시작된다. 교육부(부총리 겸... 관심과 지원이 필요하며, 정부에서도 아낌없는 지원과 소통을 통해 정책을 지속 개선해 나가겠다라고 밝혔다.",초등학교,전국,"Mon, 27 Feb 2023",https://www.ibabynews.com/news/articleView.html?idxno=110098
295,강진군 인구 늘리기 정책 성과…작은학교 살리기 효과,늘리기 정책의 성과가 가시화되고 있다. 지난 2일 열린 강진군 작천면 작천초등학교 입학식에서 신입생 3명... 위해 학교에 각종 교육경비 보조사업을 지원하고 있다. 올해 본예산에는 약 25억 원을 편성했다. 전국 최고... ,초등학교,전국,"Fri, 03 Mar 2023",http://www.newspim.com/news/view/20230303000329
296,"[소년중앙] 기후위기 시대 환경 이슈, 전문가에게 배워요","우리 사회에서 최근 적극적으로 논의 및 실천 중인 있는 정책의 공통점은 기후위기(기후변화)입니다.... 초등학교 저학년부터 고학년까지 재미있게 볼 수 있죠. 저는 환경교육이란 사람과 사람, 사람과 자연 등 여러... ",초등학교,전국,"Mon, 03 Apr 2023",https://www.joongang.co.kr/article/25152069
297,3월 말까지 초등학교 앞 운전 때는 특히 더 조심해야,행정안전부는 1학기 개학을 맞아 전국 6000여곳 초등학교 주변 점검에 나선다고 26일 밝혔다. 2월27일~3월31일... 조상명 행안부 안전정책실장은 “어린이 안전은 아무리 강조해도 지나치지 않는 만큼 어린이 안전취약... ,초등학교,전국,"Sun, 26 Feb 2023",https://www.nongmin.com/article/20230226500118
298,[사설] 기대와 우려 교차하는 초등 늘봄학교 운영,"교육부는 2025년부터 전국 초등학교 돌봄교실 운영시간을 오후 8시까지 확대되는 내용을 담은 초등 늘봄학교... 늘봄학교는 현 정부의 주요 정책 중 하나로, 모든 초등학생에게 맞춤형 돌봄과 교육 서비스를 통합적으로... ",초등학교,전국,"Sun, 26 Feb 2023",http://www.daejonilbo.com/news/articleView.html?idxno=2050041
299,"교육부, 214개 초등학교 선정…늘봄학교 시범운영 시작",214개 초등학교에서 늘봄학교 시범운영을 실시한다고 27일 밝혔다. 교육부는 지난 1월 늘봄학교 추진방안을... 올해는 214개의 늘봄학교를 대상으로 수요를 조사하고 2025년부터는 전국에서 안정적인 시설 여건과 함께... ,초등학교,전국,"Mon, 27 Feb 2023",https://www.onews.tv/news/articleView.html?idxno=155893
300,전주교장협의회 전북만 제외된 고1 전국연합학력평가 실시해야,이에 대해 김고종호 전교조 전북지부 정책실장은 전국연합학력평가라는 것이 수능과 똑같은 시험인데 고1은 선택과목도 배우지 않은 상태로 3월 평가를 봐야 한다면서 고1 3월에 시험을 본다는 것 자체가 중학교부터... ,중학교,전국,"Mon, 27 Mar 2023",https://www.yna.co.kr/view/AKR20230327094500055?input=1195m
301,다문화 학생 비율 전국 최고 전남 맞춤형 교육으로 정면 돌파,"6%를 차지, 전국에서 가장 높다. 전남도교육청은 20일 정책 브리핑을 갖고 함께 배우며 성장하는 조화로운... 글로벌 역량 중심 학생성장 지원은 초·중학교 전환기 학교적응을 위해 징검다리과정을 운영, 다문화학생의... ",중학교,전국,"Mon, 20 Mar 2023",https://www.news1.kr/articles/4987124
302,학생과 주민 함께 쓰는 학교복합시설…1.8조 투입해 전국 도입,정부가 학교 안에 학생과 지역주민이 함께 사용할 교육·문화·체육 시설을 만드는 정책을 본격적으로... 현재 전국 229개 기초지자체 중 학교복합시설을 보유한 지자체는 87개(38%)에 불과하다. 2027년까지 모든 지자체 내에... ,중학교,전국,"Fri, 17 Mar 2023",https://www.joongang.co.kr/article/25148005
303,"전국시도교육감협의회, 제89회 총회 개최","전국시도교육감협의회(회장 조희연, 이하 협의회)가 지난 23일 전북대학교... 초등학교·중학교·고등학교는 ‘초·중등교육법’에 따라 병설을 허용하고 있으나... ",중학교,전국,"Fri, 24 Mar 2023",http://www.breaknews.com/955437
304,제89회 전국시도교육감협의회 총회 전북에서 개최,제89회 전국시도교육감협의회 총회를 전북에서 개최했다.(출처=전남도교육청) [남악=황승순 기자]... ◆다양한 형태의 특수학교 설립을 위한‘초?중등 교육법’개정 요구 초등학교·중학교·고등학교는 ‘초... ,중학교,전국,"Fri, 24 Mar 2023",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160265724748744
305,"법무부 이민청 추진, 이민 정책 어떻게 바뀌나?","위한 정책을 추진하겠다는 의지를 표명하였습니다. ◇ 이승우 그렇다면, 이민 관련해서 우리나라의 국내 상황은 어떤가요? ◆ 박다솜 최근 인구 통계에 따르면 우리나라는 주요 4대 도시의 합계 인구 증가율이 전국... ",중학교,전국,"Wed, 05 Apr 2023",https://www.ytn.co.kr/_ln/0103_202304051603275471
306,"전국시도교육감협의회, 전북에서제89회 총회개최",제89회 총회 전국시도교육감협의회(이하 협의회)가 지난 23일 전북대학교 국제컨벤션센터에서 제89회 총회를... 다양한 형태의 특수학교 설립을 위한「초?중등 교육법」개정 요구 초등학교·중학교·고등학교는 ?초... ,중학교,전국,"Fri, 24 Mar 2023",http://www.discoverynews.kr/news/articleView.html?idxno=975782
307,"법무부 이민청 추진, 이민 정책 어떻게 바뀌나? #이민청 #이민 #이민정책 #범...","위한 정책을 추진하겠다는 의지를 표명하였습니다. ◇ 이승우 그렇다면, 이민 관련해서 우리나라의 국내 상황은 어떤가요? ◆ 박다솜 최근 인구 통계에 따르면 우리나라는 주요 4대 도시의 합계 인구 증가율이 전국... ",중학교,전국,"Wed, 05 Apr 2023",https://radio.ytn.co.kr/program/?f=2&id=88608&s_mcd=0459&s_hcd=01
308,울산시교육감 진보 성향 천창수 당선…첫 부부교육감 탄생(종합),"잡았으며 전국사회교사모임 회장, 울산교육연구소 정책분과장 등을 역임했다. 그는 고 노 전 교육감의... 거점형 학생체험복합공간 운영과 1수업 2교사제를 중학교까지 확대 시행하겠다고 약속했다. 이번 보궐선거는 노... ",중학교,전국,"Thu, 06 Apr 2023",http://www.newsis.com/view/?id=NISX20230406_0002255861&cID=10814&pID=10800
309,교육감 배우자에서 울산교육 수장 된 천창수,"천 당선인은 1958년 경남 김해에서 태어나 김해 합성초등학교, 김해중학교, 부산고등학교, 서울대... 있는 정책과 대안을 제시하기도 했다. 퇴임 후에는 어려움에 처한 학생을 지역사회가 함께 지원하는 교육복지이음단... ",중학교,전국,"Thu, 06 Apr 2023",https://www.hankyung.com/society/article/202304069091h
310,제10대 울산시교육감 천창수 당선…첫 부부교육감 탄생,"잡았으며 전국사회교사모임 회장, 울산교육연구소 정책분과장 등을 역임했다. 그는 고 노 전 교육감의... 거점형 학생체험복합공간 운영과 1수업 2교사제를 중학교까지 확대 시행하겠다고 약속했다. 이번 보궐선거는 노... ",중학교,전국,"Thu, 06 Apr 2023",http://www.newsis.com/view/?id=NISX20230405_0002255727&cID=10814&pID=10800
311,"[비즈톡톡] 시트지 대신 담배광고 떼면 안 되나? 편의점 금연 정책, 삐걱대는...","2021년 8~11월 질병관리청이 중학교 1학년~고등학교 3학년 학생 6만 명을 대상으로 조사한 바에 따르면 구매... 이를 위해 지난 10일 국조실 규제총괄정책관실은 서울청사에서 한국편의점산업협회, 전국편의점가맹점협회... ",중학교,전국,"Fri, 31 Mar 2023",https://biz.chosun.com/distribution/channel/2023/03/31/6OYPPYZUDRE75N4T3CKA6KEHGA/?utm_source=naver&utm_medium=original&utm_campaign=biz
312,"아내 노옥희 교육감 유지 잇는다…천창수, 울산교육감 당선(종합)","철학과 정책을 온전히 이어갈 수 있게 됐다. 그는 이번 선거를 통해 부부가 번갈아 교육감에 당선되는... 2교사제 중학교까지 확대 시행, 배움성장집중학년제 강화, 생명존중 동물사랑교육, 울산학생안전체험교육원... ",중학교,전국,"Thu, 06 Apr 2023",https://www.busan.com/view/busan/view.php?code=2023040606055378515
313,노옥희 남편 천창수 울산교육감 당선…최초 부부 교육감,"천창수 당선인은 노옥희 표 교육 정책을 중단 없이 이어가겠다고 밝혔습니다. 보도에 진태희 기자입니다.... 기초학력 보장뿐만 아니라, 1수업 2교사제 중학교 확대 시행, 사립유치원 무상교육 조기 실현 등 공약을 이뤄낼... ",중학교,전국,"Thu, 06 Apr 2023",http://news.ebs.co.kr/ebsnews/allView/60336400/N
314,"아내 노옥희 교육감 유지 잇는다…천창수, 울산교육감 당선 확실시","철학과 정책을 온전히 이어갈 수 있게 됐다. 그는 이번 선거를 통해 부부가 번갈아 교육감에 당선되는... 2교사제 중학교까지 확대 시행, 배움성장집중학년제 강화, 생명존중 동물사랑교육, 울산학생안전체험교육원... ",중학교,전국,"Thu, 06 Apr 2023",https://www.busan.com/view/busan/view.php?code=2023040522441934416
315,[4·5 재보선] 교육감 배우자에서 울산교육 수장 된 천창수,"천 당선인은 1958년 경남 김해에서 태어나 김해 합성초등학교, 김해중학교, 부산고등학교, 서울대... 있는 정책과 대안을 제시하기도 했다. 퇴임 후에는 어려움에 처한 학생을 지역사회가 함께 지원하는 교육복지이음단... ",중학교,전국,"Thu, 06 Apr 2023",https://www.yna.co.kr/view/AKR20230406001800057?input=1195m
316,4·5 재·보궐선거 천창수 울산교육감 당선 확정,"이외에도 문해력과 수리력을 측정하는 진단도구 개발, 1수업 2교사제를 중학교까지 확대, 모든 과밀학급... 방어진고, 화암고, 화진중 등 2021년까지 교편을 잡았으며 전국사회교사모임 회장, 울산교육연구소 정책분과... ",중학교,전국,"Thu, 06 Apr 2023",https://www.nocutnews.co.kr/news/5922665
317,[Btv 전주뉴스][도정·교육 질문·답변]완주 삼봉지구 중학교 신설 검토,"삼봉지구는 6천여 세대를 수용하는 대단위 택지개발사업으로 중학교 용지까지 확보했음에도 학교 신설 대신... 윤정훈 의원에 따르면 지난해 전북의 사과 생산량은 4만 2,618톤으로 전국 4번째 규모입니다. 그런데... ",중학교,전국,"Thu, 09 Mar 2023",http://ch1.skbroadband.com/content/view?parent_no=24&content_no=64&p_no=153754
318,[도서관의날 도서관주간] 경계 없이 비추는 문화의 빛 함께 누려요,한국도서관협회와 전국 도서관들도 다채로운 활동들을 펼친다. 제천기적의도서관에서 지난해 도서관주간... 충남 홍성 내포중학교 도서관은 독고솜에게 반하면 등 책을 읽고 독서퀴즈 책 속 보물찾기를 진행한다.... ,중학교,전국,"Thu, 06 Apr 2023",http://www.naeil.com/news_view/?id_art=456767
319,울산교육감·창녕군수 보궐선거 ‘평일·궂은 날·투표율’ 이 당락 좌우,"천 후보는 1수업 2교사제 중학교까지 확대 시행, 기초학력 디딤돌 프로그램 운영 등 ‘노옥희표 교육 정책’... 재·보궐선거는 공휴일이 아닌 평일에 치러지는 탓에 대선이나 총선, 지방선거 등 전국 단위 선거보다 대체로... ",중학교,전국,"Tue, 04 Apr 2023",https://www.busan.com/view/busan/view.php?code=2023040410453177986
320,"[부산교육청 소식] 부산시교육청, 교육공동체 한마당 걷기대회 개최 外","부산시교육청, ‘학부모 기자단’ 위촉식 개최 - 교육 수요자 시각의 부산교육 및 교육정책 알릴 것... 해양스포츠 교육은 관내 중학교 전체 1학년을 대상으로 6월부터 7월까지 송도·다대포해양레포츠센터와 협력해... ",중학교,전국,"Wed, 05 Apr 2023",https://www.ajunews.com/view/20230405160400951
321,"[경기24시] 장민기 MK글로리아 회장, 경기도펜싱협회 부회장 추대",개발제한구역 정책 발전을 도모하고자 경기도 내 개발제한구역이 있는 21개 시장·군수로 이뤄진 본 협의회는 지난 2015년 구성 후 약 100건의 불합리한 제도 개선을 건의했다. ◇ 용인 기흥역세권 중학교 설립 추진 청신호... ,중학교,전국,"Tue, 04 Apr 2023",http://www.sisajournal.com/news/articleView.html?idxno=260428
322,특혜 불구 400명뿐 광주 전교조 여론 호도,"해당 정책에 대해 교육청과 공동으로 전체 교사 대상 인식 조사까지 제안했다. 5일 전국교직원노동조합... 구체적으로 초등 교사의 93%, 중학교 교사의 92%가 수업성장 인증제가 교사 성장 도움에 도움되지 않는다고... ",중학교,전국,"Thu, 06 Apr 2023",http://www.gjdream.com/news/articleView.html?idxno=625738
323,경비원은 석달짜리 파리 목숨…갑질 시달리는 제2의 인생,시민단체 직장갑질119에 따르면 전국 경비원 26만9천명 중 79.6%가 60세 이상의 고령이다. 70세 이상도 30%에... 강남구의 한 아파트 경비원 정모(81)씨는 중학교 경비원으로 3년간 근무하다가 나이가 많다는 이유로 재계약에... ,중학교,전국,"Mon, 03 Apr 2023",https://www.yna.co.kr/view/AKR20230329019600004?input=1195m
324,"경기도교육청, 효율적인 교육정책 추진 위해 지역자원 정보시스템 개통","데이터 기반으로 경기교육 정책 결정에 효율적 지원 기대 3단계 위(Wee)프로젝트 운영해 위기 학생 상담과... 위(Wee)스쿨은 △경기새울학교(이천, 중학교급) 1교, 가정형 위(Wee)센터는 △봄날(수원, 여학생) △숨겨진 보물... ",중학교,전국,"Thu, 30 Mar 2023",https://www.ajunews.com/view/20230330144435989
325,"돌연 사망한 울산교육감, 남편 나섰다…재출마 후보와 맞대결","거점형 학생체험복합공간 운영과 1수업 2교사제를 중학교까지 확대 시행하겠다고 약속했다. 김 후보는... 김 후보는 서울대를 졸업하고, 울산대학교 정책대학원 대학원장 등을 지냈다. 지방 교육감 선거에서 좀처럼 볼 수... ",중학교,전국,"Mon, 03 Apr 2023",https://www.joongang.co.kr/article/25152107
326,광주시교육청 수업성장인증제…교사 10명 중 9명 반대,"3일 전국교직원노동조합 광주지부에 따르면 지난달 16일~23일 교사 352명에게 시교육청의 수업성장인증제 정책에 대해 의견을 물은 결과 초등교사 93%, 중학교 교사 92%가 도움이 되지 않는다고 답변했다. 수업성장... ",중학교,전국,"Mon, 03 Apr 2023",http://www.newsis.com/view/?id=NISX20230403_0002251725&cID=10201&pID=10200
327,장추련 중증장애인 입학 제한하는 대안학교 인권위에 진정,"이우고 입학전형이 장애인 차별이라고 판단한 장추련은 전국의 인가 대안학교를 중심으로 전수조사를... 박김영희 장추련 대표는 장애학생은 유치원, 초등학교, 중학교 내내 끊임없이 입학을 거부당한다. 그런데... ",중학교,전국,"Wed, 05 Apr 2023",https://www.beminor.com/news/articleView.html?idxno=24812
328,"[생활경제 이슈] GS리테일, 대전 산불 피해 입은 이재민에 긴급 구호물품 전달...","◆광주시, 민원·청렴도·정책 등 정부 평가서 잇따라 낭보 광주시는 4일 행정안전부와 국민권익위원회의 민원 서비스 종합 평가에서 전국 광역단체 가운데 1위를 차지했다고 밝혔다. 민원실 내 사회적 약자 배려 창구... ",중학교,전국,"Tue, 04 Apr 2023",http://www.lawissue.co.kr/view.php?ud=202304041838567991204ead0791_12
329,“평가결과 공개” vs “서열화 반대”…의회·교육청 정면 충돌,이상인 전국의 중3 학생은 56%였습니다. 코로나19 이전인 2019년 61%에 비해 지속적으로 떨어졌습니다. 학력 저하가 계속되자 서울시의회는 시험 성적 공개 카드를 꺼냈습니다. 초·중학교에서 학년 초 실시하는... ,중학교,전국,"Mon, 03 Apr 2023",https://news.kbs.co.kr/news/view.do?ncd=7642002&ref=A
330,광주시교육청 수입성장인증제 설문해보니,"초·중학교 현장 교사들이 폐지해야 한다, 신청할 의향 없다며 부정적인 의견을 보였다는 자료가 공개됐다. 3일 전국교직원노동조합 광주지부에 따르면, 지난달 16일부터 23일까지 시 교육청이 추진하는... ",중학교,전국,"Tue, 04 Apr 2023",http://www.gjdream.com/news/articleView.html?idxno=625575
331,초등학교 학생 1인당 디지털 기기 0.33대…지역별 격차도 3배,"교육부가 2025년부터 인공지능 디지털 교과서를 도입하기로 했지만 전국 초등학교가 보유한 디지털 기기는... 정책의 추진 여건을 보면, 초등학교의 학생 1인당 평균 디지털 기기 숫자는 지난해 기준 0.33대로, 중학교는... ",중학교,전국,"Tue, 04 Apr 2023",http://news.ebs.co.kr/ebsnews/allView/60335724/N
332,울산교육감 보궐선거 TV토론회…노옥희·여론조사·전과 놓고 공방,"전국 평균에 비해 낮은 편이다. 사교육비가 높아지는 것은 코로나19 때문에 학교에 가지 못해 생기는 현상이다. 공교육을 강화하면 저절로 해결될 부분이다. 기초학력 보장, 1수업 2교사제 중학교까지 확대, 토론수업 강화... ",중학교,전국,"Thu, 30 Mar 2023",http://www.newsis.com/view/?id=NISX20230330_0002248162&cID=10814&pID=10800
333,[인터뷰│하윤수 부산광역시교육감] 2023년은 인성기반 학력신장 원년,지난해 전국 최초로 부산학력개발원도 설립했다. 올해 9~10월 중학교 1학년을 대상으로 부산형 학업성취도... ■다른 시·도 교육청과 차별되는 부산만의 특색있는 정책이 있다면. 지난해 11월 전국 최초로 개원한... ,중학교,전국,"Wed, 05 Apr 2023",http://www.naeil.com/news_view/?id_art=456660
334,국회 인구특위 첫 회의…교육시스템 개선해야 저출산 해결,공감한다며 교육부에서도 중학교 단계부터 진로 적성을 강화하고 고등학교 고교학점제도 도입도 준비하고... 이어 지난 정책 중 효과성 없는 정책이면서 전국에서 나오는 것 중 하나가 출산 장려금 지급이라며 논문... ,중학교,전국,"Fri, 31 Mar 2023",http://www.newsis.com/view/?id=NISX20230331_0002249413&cID=10301&pID=10300
335,디지털교과서 코앞인데…대전·경기 초등생 1인당 기기 격차 3배,교육혁신 정책의 추진 여건에서 이같이 밝혔다. 디지털 디바이스는 학교에서 디지털 역량 강화 수업을... 반대로 울산의 경우 고등학교급에서는 0.34대로 전국 평균(0.27대)을 웃돌았지만 초등학교(0.28대)와 중학교급(0.... ,중학교,전국,"Tue, 04 Apr 2023",https://www.news1.kr/articles/5003173
336,"충북문화재硏, 시각장애인 위한 문화유산 점자 도서 발간",연구원은 그간 도내 초~중학교 학생을 대상으로 문화유산 교육용 교재를 지속적으로 개발해왔다. 이번 도서는 신체적 장애로 인해 문화유산 교육에 소외되지 않아야 한다는 국가 정책 방향에 따라 제작하게 됐다. 이번... ,중학교,전국,"Tue, 04 Apr 2023",https://www.inews365.com/news/article.html?no=759010
337,"충북문화재연구원, 우리 그릇, 흙을 다룬 지혜의 역사 출판",연구원에서는 그간 도내 초·중학교 학생을 대상으로 문화유산 교육용 교재를 지속적으로 개발해왔다. 이번 도서는 신체적 장애로 인해 문화유산 교육에 소외되지 않아야 한다는 국가 정책 방향에 따라 제작하게 됐다.... ,중학교,전국,"Tue, 04 Apr 2023",http://www.ccdn.co.kr/news/articleView.html?idxno=907656
338,결대로 성장하는 교육 통해 인천학생 성공 시대 열겠다,"인천시 교육 정책과 주요 현안에 대해 살펴보는 시간입니다. 청취자분들께서도 방송 중 궁금하신 내용... 그래서 작년에는 중학교 1학년 대상으로 한 2만 6천여 대를 보급했고 또 금년에는 초등학교 6학년, 중학교 1학년... ",중학교,전국,"Tue, 04 Apr 2023",http://www.ifm.kr/news/358116
339,"여가부, 청소년 대상 인터넷·스마트폰 중독 조사…도박문제 진단도","여성가족부는 전국 학령전환기 청소년 156만 여명을 대상으로 오늘 4월부터 인터넷·스마트폰 이용 습관... 조사 대상은 학령전환기에 있는 초등학교 1학년, 초등학교 4학년, 중학교 1학년, 고등학교 1학년이다. 올해부터는... ",중학교,전국,"Tue, 28 Mar 2023",http://www.newsis.com/view/?id=NISX20230328_0002243343&cID=10201&pID=10200
340,올바른 교원 양성 위해 교육 현장 의견부터 정책에 반영돼야,더불어민주당 교육특별위원회가 민주연구원과 함께 학령인구 감소 시대의 교원양성과 수급 정책을 주제로... 실제 교육개발원 통계센터 조사에 따르면 지난해 4월 기준 중학교에서 학급 규모가 큰 학교 100개 중 94개가... ,중학교,전국,"Fri, 24 Mar 2023",https://news.unn.net/news/articleView.html?idxno=543861
341,"당정, 학폭 처벌 강화… 학교 사법화 우려 나와",맞춰 정책 방향을 잡았다는 지적이 나왔다. 학교폭력 가해학생 측의 반성보다는 회피 경향이 강해지는... 노대현 백학중학교 교장은 (가해 학생 측이) 반성하거나 고쳐보겠다는 마음보다는 피해가려고 하는 회피주의가... ,중학교,전국,"Wed, 05 Apr 2023",https://www.newscj.com/news/articleView.html?idxno=3015603
342,경북 마이스터·특성화고 인기…운동부 학생도 매년 오름세,경북교육청은 2023학년도 고입 전형을 분석한 결과 다른 시·도 중학교에서 경북지역 고등학교로 진학한... 지역 학생을 모집 대상으로 하는 일반계고와 달리 직업계고는 전국에서 지원할 수 있다. 경북교육청... ,중학교,전국,"Sun, 02 Apr 2023",https://www.khan.co.kr/local/Gyeongbuk/article/202304021302001
343,[그래픽 뉴스] 초중고 사교육비 외,"급증하는 초중고 사교육비 교육부·통계청이 전국 초중고생 약 7만4천 명을 대상으로 집계한 ‘2022년... 1인당 월평균 사교육비 증가율은 초등학교(37만2천 원, 13.4%), 중학교(43만8천 원, 11.8%), 고등학교(46만 원, 9.7... ",중학교,전국,"Tue, 04 Apr 2023",http://www.yonhapmidas.com/article/230404121242_610378
344,"[파워인터뷰] 윤동열 안산대 총장, 지역사회 섬김의 마음으로 직업교육 생태...",그 시기에 저는 특성화전문대학육성사업(SCK) 발전협의회 전국회장을 맡으면서 입학자원을 성인학습자까지... 특히 중학교에서 고등학교 진학률이 상대적으로 많이 떨어진다. 우리 대학이 중·고등 단계의 학생들이... ,중학교,전국,"Wed, 05 Apr 2023",https://news.unn.net/news/articleView.html?idxno=544435
345,"초·중학교 문화재교육, 절반이 ‘어려움’","국회 문화체육관광위원회 류호정 의원(정의당)은 문화재청의 의뢰로 (재)한국문화재정책연구원이 실시한... 이번 실태 조사는 전국 17개 시·도의 초등학교 479개, 중학교 385개 등 모두 864개 학교를 대상으로 설문조사... ",중학교,전국,"Tue, 21 Feb 2023",https://www.khan.co.kr/national/education/article/202302211115011
346,의령군수기 전국 중학교 야구대회 열전 마무리 [의령함안],의령군수기 전국 중학교 야구대회가 10일을 끝으로 8일간의 여정을 마무리했다. 전날 밤새 내린 눈과 비의... 청년정책담당에 방문 신청하면 된다. ◆의령군 찾아가는 산부인과...연중 운영 의령군은 여성 건강을 위한... ,중학교,전국,"Mon, 13 Feb 2023",http://www.kukinews.com/newsView/kuk202302130067
